                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    103,                 0.5467,                0.90021,                0.71613,                0.97802,                0.33255,                0.33846,                0.25913,                0.16067,                0.29714,                0.31299,                 0.2355,                0.13302,                 1.5666,                 4.1616,                 2.9843,                 1.8323,             0.00045005,             0.00045005,             0.00045005
                    104,                0.51909,                0.84187,                0.72148,                0.96341,                0.32143,                0.33281,                0.27753,                0.17345,                0.28134,                0.27891,                0.25238,                0.14092,                 1.5616,                 4.3189,                 2.9227,                 1.8233,             0.00044555,             0.00044555,             0.00044555
                    105,                0.55797,                0.81721,                 0.7166,                0.99779,                0.29759,                0.36083,                0.28386,                0.17897,                0.25835,                0.31908,                0.25076,                0.14235,                 1.5545,                 4.3035,                 2.8905,                 1.7963,             0.00044105,             0.00044105,             0.00044105
                    106,                0.51069,                 0.8562,                0.69975,                0.95544,                0.27527,                0.37989,                0.27771,                0.17726,                0.25048,                0.34936,                0.25003,                0.14414,                 1.5329,                 4.2834,                 2.7993,                 1.7686,             0.00043655,             0.00043655,             0.00043655
                    107,                 0.5242,                0.77669,                0.75059,                0.97651,                0.32519,                0.39853,                0.29255,                0.18914,                0.30257,                0.37135,                0.26865,                0.15856,                 1.4942,                 4.2486,                 2.6955,                 1.7387,             0.00043205,             0.00043205,             0.00043205
                    108,                0.53309,                 0.7597,                0.73474,                0.98147,                0.34641,                0.32174,                0.28969,                0.18059,                0.31017,                0.29017,                 0.2589,                0.15955,                 1.4666,                 4.3022,                 2.6818,                 1.6934,             0.00042755,             0.00042755,             0.00042755
                    109,                0.49806,                0.76005,                0.68183,                 0.9455,                0.36144,                0.26503,                0.28604,                0.18874,                0.33377,                0.24571,                0.26633,                0.16228,                 1.4347,                 4.1884,                 2.6856,                 1.6837,             0.00042305,             0.00042305,             0.00042305
                    110,                0.53101,                0.79818,                0.68353,                0.97258,                0.27556,                0.30493,                0.28226,                0.18432,                0.25132,                0.30979,                 0.2618,                0.16134,                 1.3995,                 4.0874,                 2.6771,                 1.6571,             0.00041855,             0.00041855,             0.00041855
                    111,                0.49465,                0.74947,                0.71611,                0.95409,                0.31071,                0.31636,                0.27787,                0.17445,                0.26236,                0.29422,                0.25886,                0.15233,                 1.3839,                 4.0679,                 2.7061,                 1.6448,             0.00041405,             0.00041405,             0.00041405
                    112,                0.54972,                0.89894,                0.70082,                  0.975,                0.29819,                0.31124,                0.25019,                0.14918,                0.28158,                0.31653,                0.23338,                0.13036,                 1.4357,                 4.3983,                 2.8331,                 1.6855,             0.00040955,             0.00040955,             0.00040955
                    113,                0.50372,                0.71644,                0.67529,                0.96662,                0.27605,                 0.2733,                0.22509,                0.13371,                0.25891,                 0.2522,                0.21108,                0.12166,                 1.5048,                 4.5232,                 2.9822,                 1.7358,             0.00040505,             0.00040505,             0.00040505
                    114,                 0.5143,                 0.7404,                0.69537,                0.96607,                0.24528,                0.22583,                0.19826,                0.11403,                0.23868,                0.21393,                0.18309,                0.10275,                 1.5279,                 4.5917,                 3.1047,                  1.768,             0.00040055,             0.00040055,             0.00040055
                    115,                0.51293,                0.84902,                0.69938,                0.96519,                0.24317,                0.18021,                0.17897,                0.10483,                0.24317,                0.18021,                0.17599,                0.10019,                 1.5331,                  4.669,                 3.2655,                 1.8027,             0.00039605,             0.00039605,             0.00039605
                    116,                0.51502,                0.72068,                0.64881,                 0.9574,                0.25382,                0.17348,                0.18078,                0.11039,                 0.2509,                0.15747,                0.16516,                0.09423,                 1.5345,                 4.6497,                 3.3561,                 1.8134,             0.00039155,             0.00039155,             0.00039155
                    117,                0.49182,                0.75889,                0.65875,                0.95676,                0.28745,                0.16962,                0.17685,                0.10633,                0.27432,                0.15751,                0.17192,                0.09679,                 1.5383,                  4.627,                 3.4339,                 1.8052,             0.00038705,             0.00038705,             0.00038705
                    118,                0.50953,                0.75033,                0.67725,                0.97475,                0.30001,                0.15621,                0.17352,                0.10606,                 0.2438,                0.16899,                0.16413,                0.09375,                  1.528,                  4.685,                 3.4599,                 1.8123,             0.00038255,             0.00038255,             0.00038255
                    119,                0.49057,                0.67868,                  0.642,                0.96613,                0.19136,                0.19646,                0.18208,                0.10062,                0.21953,                0.17643,                0.15562,                  0.089,                 1.5253,                 4.7116,                 3.4349,                 1.8203,             0.00037805,             0.00037805,             0.00037805
                    120,                 0.4706,                0.70848,                0.62604,                0.95836,                0.21174,                0.21312,                0.18078,                0.10998,                0.26607,                0.15892,                0.16645,                0.09895,                 1.5056,                 4.7146,                 3.3826,                 1.8164,             0.00037355,             0.00037355,             0.00037355
                    121,                0.52604,                0.86305,                0.68822,                0.96756,                0.20348,                0.21976,                0.18619,                0.11205,                0.24838,                0.17264,                0.16846,                0.10566,                 1.4749,                 4.6595,                 3.3788,                 1.7831,             0.00036905,             0.00036905,             0.00036905
                    122,                0.51503,                0.68351,                0.64589,                0.98233,                0.23292,                0.24209,                0.19491,                0.12392,                0.19155,                0.20175,                0.17764,                0.10979,                 1.5162,                 4.6709,                 3.2748,                 1.8288,             0.00036455,             0.00036455,             0.00036455
                    123,                0.46015,                0.74479,                0.62634,                0.94294,                0.26736,                0.25144,                0.21519,                0.14486,                0.21184,                0.21246,                0.20118,                 0.1276,                 1.5655,                 4.6674,                  3.288,                 1.8813,             0.00036005,             0.00036005,             0.00036005
                    124,                0.47322,                 0.7553,                0.60077,                0.92071,                0.29745,                0.27988,                0.22746,                0.14305,                0.23492,                0.22297,                0.18325,                0.12639,                 1.6276,                 4.9121,                 3.2939,                 1.9158,             0.00035556,             0.00035556,             0.00035556
                    125,                0.48703,                0.78208,                0.63773,                0.96087,                0.27042,                0.24434,                0.22302,                0.14618,                0.20889,                0.20101,                0.19238,                0.13149,                 1.6144,                 4.9155,                 3.3006,                 1.9074,             0.00035106,             0.00035106,             0.00035106
                    126,                0.49466,                0.70216,                0.61236,                0.95404,                0.23666,                0.20847,                0.20648,                0.13815,                0.18469,                 0.1778,                0.17983,                0.12441,                 1.5921,                 4.8641,                 3.3137,                 1.9004,             0.00034656,             0.00034656,             0.00034656
                    127,                0.45565,                0.67959,                0.61367,                 0.9268,                0.21461,                0.20795,                0.20268,                0.14083,                0.17582,                0.18258,                0.18163,                0.12762,                 1.5709,                  4.985,                  3.306,                 1.8859,             0.00034206,             0.00034206,             0.00034206
                    128,                0.52219,                0.82339,                0.65412,                0.96207,                0.20256,                0.20616,                0.20065,                0.13945,                0.19426,                0.19994,                0.18821,                0.12866,                 1.5482,                 4.8843,                 3.2604,                 1.8694,             0.00033756,             0.00033756,             0.00033756
                    129,                0.49149,                0.74936,                0.64919,                0.94406,                0.24776,                0.20749,                0.21151,                0.14514,                0.24684,                0.21125,                0.22461,                 0.1373,                 1.5159,                 4.8126,                 3.2623,                 1.8506,             0.00033306,             0.00033306,             0.00033306
                    130,                0.48682,                0.75351,                0.58909,                0.94452,                0.26745,                0.22633,                0.20868,                0.13884,                0.26149,                0.22724,                0.21894,                0.12933,                 1.4947,                 4.7443,                 3.2844,                 1.8298,             0.00032856,             0.00032856,             0.00032856
                    131,                0.49628,                0.65721,                0.64352,                0.97844,                0.20909,                0.21012,                0.20588,                0.14159,                0.21517,                0.21666,                0.21338,                0.12455,                 1.4733,                 4.7572,                 3.3169,                 1.7958,             0.00032406,             0.00032406,             0.00032406
                    132,                0.45679,                0.71891,                0.59591,                0.96019,                0.21103,                0.20785,                0.19986,                0.14425,                0.23299,                0.23166,                0.21856,                 0.1332,                  1.508,                 4.8339,                 3.3029,                  1.783,             0.00031956,             0.00031956,             0.00031956
                    133,                0.50451,                  0.783,                0.61418,                0.95992,                0.20404,                0.19132,                 0.2065,                0.14929,                0.21539,                0.20145,                0.21771,                0.13642,                 1.5169,                  4.925,                 3.3166,                 1.7712,             0.00031506,             0.00031506,             0.00031506
                    134,                0.46684,                0.62323,                0.59063,                0.93154,                0.17999,                0.16847,                0.20267,                0.14834,                0.18786,                0.18037,                0.21902,                0.13576,                 1.5331,                 4.9088,                 3.3313,                 1.7774,             0.00031056,             0.00031056,             0.00031056
                    135,                 0.4519,                 0.6321,                0.60363,                0.94133,                0.19189,                0.19252,                0.20389,                0.15358,                0.20547,                0.20524,                0.22163,                0.13945,                 1.5434,                 5.0164,                 3.3503,                 1.7872,             0.00030606,             0.00030606,             0.00030606
                    136,                0.46104,                0.65971,                0.57912,                0.93486,                0.21924,                0.21299,                0.21651,                0.15118,                0.23061,                0.21878,                0.20835,                0.13609,                 1.5127,                 4.9741,                 3.3922,                 1.7466,             0.00030156,             0.00030156,             0.00030156
                    137,                0.45474,                0.64546,                0.60301,                0.91875,                0.23881,                0.22489,                0.22096,                0.15508,                0.25551,                0.23324,                0.21963,                0.13878,                 1.5058,                 4.8634,                 3.3743,                 1.7438,             0.00029706,             0.00029706,             0.00029706
                    138,                0.45061,                0.62786,                0.59677,                 0.9601,                0.24584,                 0.2277,                0.21641,                  0.158,                0.27114,                0.24119,                0.21875,                0.13703,                 1.4887,                 4.7667,                 3.3619,                 1.7343,             0.00029256,             0.00029256,             0.00029256
                    139,                0.47626,                0.80468,                 0.6215,                0.94628,                0.28376,                0.23305,                0.21969,                0.16673,                0.29386,                0.24071,                0.22434,                0.13654,                 1.5076,                 4.7071,                 3.3421,                 1.7373,             0.00028806,             0.00028806,             0.00028806
                    140,                0.41112,                0.56653,                0.60323,                0.93382,                0.28106,                0.21547,                0.21756,                0.15841,                0.26314,                0.20926,                0.21069,                0.12687,                 1.5101,                 4.5536,                 3.2371,                 1.7461,             0.00028356,             0.00028356,             0.00028356
                    141,                0.42172,                0.57696,                0.56029,                0.95299,                0.33353,                0.19108,                0.21015,                0.15251,                0.32448,                0.18545,                0.19966,                0.11882,                  1.526,                  4.515,                  3.192,                 1.7623,             0.00027906,             0.00027906,             0.00027906
                    142,                0.43297,                0.60135,                0.58604,                0.93533,                0.21963,                0.23361,                0.19878,                0.14706,                0.24939,                0.19736,                0.19225,                0.11596,                 1.5215,                 4.5239,                 3.1621,                 1.7909,             0.00027456,             0.00027456,             0.00027456
                    143,                0.46458,                0.63958,                0.56451,                0.95733,                0.24173,                0.24483,                0.20152,                0.14646,                0.24294,                 0.2364,                0.19093,                0.11546,                 1.5171,                 4.5693,                 3.1267,                 1.8225,             0.00027006,             0.00027006,             0.00027006
                    144,                0.49801,                0.73345,                0.63103,                0.97204,                0.26548,                0.25889,                0.22457,                0.14871,                0.24793,                0.24385,                0.20982,                0.11755,                  1.474,                 4.5782,                  3.049,                 1.8117,             0.00026556,             0.00026556,             0.00026556
                    145,                0.45312,                0.61754,                0.58258,                 0.9542,                0.31543,                0.29436,                0.24212,                0.16092,                0.30382,                0.29109,                0.22634,                0.12707,                 1.4486,                 4.4436,                 3.0621,                 1.7645,             0.00026106,             0.00026106,             0.00026106
                    146,                 0.4625,                0.70812,                0.59336,                0.94516,                 0.3364,                0.31622,                0.24954,                0.16958,                0.29795,                0.29971,                0.22901,                0.13609,                 1.4257,                 4.3562,                 3.0245,                 1.7668,             0.00025657,             0.00025657,             0.00025657
                    147,                0.41954,                0.69672,                0.56526,                0.91275,                0.34665,                0.31589,                0.24836,                0.17044,                0.30429,                 0.3047,                0.22809,                 0.1388,                 1.4125,                 4.2668,                 3.0001,                 1.7524,             0.00025207,             0.00025207,             0.00025207
                    148,                0.43512,                0.66697,                0.57729,                0.94681,                0.33619,                0.29948,                0.24779,                0.17639,                0.31682,                0.29075,                0.22982,                0.13973,                 1.3397,                 4.3622,                 2.9582,                 1.6866,             0.00024757,             0.00024757,             0.00024757
                    149,                0.44535,                 0.6245,                0.57509,                0.94066,                0.30524,                0.30968,                0.24724,                0.17872,                0.28839,                0.30096,                0.22405,                0.14138,                 1.3136,                 4.3195,                 2.9345,                 1.6515,             0.00024307,             0.00024307,             0.00024307
                    150,                0.42672,                0.57009,                0.55311,                0.92839,                0.30474,                0.30968,                0.25302,                0.17703,                0.26323,                0.28407,                0.21475,                0.13655,                 1.3122,                 4.3461,                  2.943,                 1.6433,             0.00023857,             0.00023857,             0.00023857
                    151,                0.41543,                 0.5671,                0.54794,                0.92899,                0.31205,                0.29546,                0.25528,                0.17716,                 0.2676,                0.26867,                 0.2142,                0.13695,                 1.3179,                  4.342,                 2.9493,                  1.638,             0.00023407,             0.00023407,             0.00023407
                    152,                0.48624,                0.73334,                 0.6095,                0.94578,                0.34326,                0.27297,                0.24177,                0.16815,                 0.2863,                0.24253,                0.20799,                0.13097,                 1.3387,                 4.4555,                 2.9742,                 1.6722,             0.00022957,             0.00022957,             0.00022957
                    153,                0.44742,                0.68707,                 0.5574,                0.95625,                0.33622,                0.28643,                0.23201,                0.16045,                0.28229,                0.25615,                 0.2075,                0.12526,                 1.3655,                 4.5135,                 3.0238,                 1.6804,             0.00022507,             0.00022507,             0.00022507
                    154,                0.45834,                0.70887,                0.60161,                0.93729,                0.31042,                 0.2693,                0.23455,                0.16677,                0.23682,                0.22836,                0.20145,                0.13084,                  1.386,                 4.5774,                 3.0606,                 1.7055,             0.00022057,             0.00022057,             0.00022057
                    155,                0.40694,                0.71481,                0.53517,                0.92631,                 0.2577,                0.27385,                0.22911,                0.16414,                0.19647,                0.23409,                0.19878,                0.12888,                 1.4159,                 4.6396,                    3.1,                 1.7189,             0.00021607,             0.00021607,             0.00021607
                    156,                 0.4563,                0.68228,                0.56241,                0.92315,                0.26278,                0.28797,                 0.2267,                0.16581,                0.21763,                0.25598,                0.19737,                 0.1311,                 1.4264,                 4.6886,                 3.1446,                 1.7129,             0.00021157,             0.00021157,             0.00021157
                    157,                0.45162,                0.63067,                0.56598,                0.93012,                0.26286,                0.27682,                0.22425,                0.16544,                0.22148,                0.24472,                0.19819,                0.13125,                 1.4327,                 4.6795,                 3.1552,                 1.7059,             0.00020707,             0.00020707,             0.00020707
                    158,                0.40824,                0.61518,                0.52872,                0.92346,                0.27522,                0.28745,                0.21502,                0.15737,                0.22262,                0.24472,                0.18676,                0.12282,                 1.4324,                  4.702,                 3.1758,                 1.7114,             0.00020257,             0.00020257,             0.00020257
                    159,                0.41727,                0.68582,                0.54067,                0.93336,                0.25309,                0.23379,                0.20713,                0.15067,                0.19857,                0.21797,                0.17943,                0.11936,                  1.433,                 4.7119,                 3.1941,                 1.7064,             0.00019807,             0.00019807,             0.00019807
                    160,                0.41383,                0.67309,                0.52538,                0.90712,                0.29827,                0.22803,                0.20892,                0.15055,                0.23131,                0.18533,                0.17873,                0.11848,                 1.4266,                 4.7196,                 3.1417,                  1.712,             0.00019357,             0.00019357,             0.00019357
                    161,                0.42018,                0.58526,                0.52627,                0.91817,                0.32047,                0.23263,                 0.2103,                0.15113,                0.29562,                0.17511,                  0.181,                0.11865,                  1.427,                 4.5868,                 3.1057,                 1.7115,             0.00018907,             0.00018907,             0.00018907
                    162,                0.40611,                 0.5787,                0.54689,                0.91284,                0.24525,                0.21755,                0.21631,                0.15174,                0.20283,                0.18585,                0.18289,                  0.118,                  1.414,                 4.5546,                 3.0735,                 1.6973,             0.00018457,             0.00018457,             0.00018457
                    163,                 0.4253,                0.58773,                0.53848,                0.93506,                0.33589,                0.20513,                0.22153,                 0.1513,                0.28013,                 0.1715,                 0.1836,                0.12036,                 1.4096,                 4.5029,                 3.0532,                 1.6892,             0.00018007,             0.00018007,             0.00018007
                    164,                0.43378,                  0.622,                0.54167,                0.93709,                0.28588,                0.25863,                0.23184,                0.14902,                0.21917,                0.20569,                0.18696,                0.11632,                  1.405,                 4.4358,                 3.0442,                 1.6886,             0.00017557,             0.00017557,             0.00017557
                    165,                0.42154,                0.61843,                0.55684,                0.90592,                0.26695,                0.22574,                0.22544,                0.14625,                0.29416,                0.16298,                0.18542,                0.11881,                 1.3979,                 4.3676,                 3.0346,                 1.6855,             0.00017107,             0.00017107,             0.00017107
                    166,                0.40257,                 0.5217,                0.49993,                0.90728,                0.26922,                0.22374,                0.21358,                0.13961,                0.27769,                0.16544,                 0.1785,                0.11367,                  1.406,                 4.4046,                 3.0316,                 1.6963,             0.00016657,             0.00016657,             0.00016657
                    167,                0.40577,                0.61893,                0.49953,                0.90478,                0.28051,                0.20355,                 0.2097,                0.13801,                0.27453,                0.17708,                0.17973,                0.11301,                 1.4104,                 4.4228,                 3.0647,                 1.6959,             0.00016207,             0.00016207,             0.00016207
                    168,                0.44562,                0.59149,                0.53704,                0.93203,                0.28008,                0.20909,                0.19426,                0.12813,                0.25674,                0.18528,                 0.1701,                0.10819,                 1.3831,                 4.3336,                 3.1109,                 1.6581,             0.00015758,             0.00015758,             0.00015758
                    169,                0.38634,                0.56205,                0.50801,                0.91409,                0.22114,                0.20909,                0.19775,                0.13119,                0.23487,                0.17091,                0.17584,                0.11391,                 1.3647,                 4.3848,                 3.1097,                 1.6353,             0.00015308,             0.00015308,             0.00015308
                    170,                0.40577,                0.50484,                0.51026,                0.93208,                0.22135,                0.20909,                0.19764,                0.12952,                0.20311,                0.18528,                0.17464,                0.11149,                 1.3688,                 4.3797,                 3.1044,                 1.6396,             0.00014858,             0.00014858,             0.00014858
                    171,                0.42454,                0.66328,                0.51533,                0.95266,                0.18985,                0.20115,                0.20685,                0.13251,                0.17247,                0.17735,                0.17716,                0.11259,                 1.3751,                 4.3623,                 3.0984,                 1.6467,             0.00014408,             0.00014408,             0.00014408
                    172,                0.43795,                0.66869,                0.56359,                0.95167,                0.19202,                0.20591,                0.21813,                0.14006,                0.17495,                0.18131,                0.18495,                0.12117,                 1.3633,                 4.2986,                 3.1169,                  1.632,             0.00013958,             0.00013958,             0.00013958
                    173,                0.40624,                0.58129,                0.52742,                0.91622,                0.18628,                0.20321,                 0.2258,                0.14984,                0.24763,                0.17735,                0.19384,                0.12982,                 1.3427,                 4.2201,                 3.1364,                 1.6088,             0.00013508,             0.00013508,             0.00013508
                    174,                0.37903,                0.53265,                0.50207,                0.90424,                0.26049,                0.18439,                 0.2403,                0.16366,                 0.2496,                0.17385,                0.21012,                0.13873,                 1.3371,                 4.1837,                 3.1475,                 1.6016,             0.00013058,             0.00013058,             0.00013058
                    175,                0.44784,                0.59606,                0.54581,                0.95029,                0.18603,                0.19546,                0.24253,                0.16666,                0.24725,                 0.1756,                0.21125,                   0.14,                 1.3399,                 4.2625,                 3.1569,                 1.6009,             0.00012608,             0.00012608,             0.00012608
                    176,                0.39478,                0.60134,                0.52966,                0.93716,                0.20819,                0.20645,                0.23441,                0.16918,                0.18245,                0.18356,                0.20258,                0.13737,                 1.3623,                 4.3825,                 3.1689,                   1.62,             0.00012158,             0.00012158,             0.00012158
                    177,                0.39424,                0.58705,                0.53676,                0.92897,                 0.2345,                0.21119,                0.23523,                 0.1702,                   0.19,                0.18036,                 0.2017,                0.13669,                  1.359,                  4.392,                 3.1722,                 1.6157,             0.00011708,             0.00011708,             0.00011708
                    178,                0.41665,                0.65385,                0.53003,                0.93281,                0.25353,                0.21797,                 0.2379,                0.16627,                 0.2074,                0.18714,                0.20452,                0.13764,                 1.3524,                 4.3479,                 3.1531,                 1.6134,             0.00011258,             0.00011258,             0.00011258
                    179,                0.37712,                0.60729,                0.50546,                0.89366,                0.29588,                0.25014,                 0.2567,                0.17288,                0.22441,                0.19642,                0.21307,                0.14092,                 1.3654,                 4.4001,                 3.1484,                 1.6341,             0.00010808,             0.00010808,             0.00010808
                    180,                0.38439,                0.59226,                0.48767,                0.90209,                0.30826,                 0.2711,                 0.2479,                 0.1659,                0.24678,                0.21738,                0.20426,                0.13679,                 1.3657,                 4.4213,                 3.1301,                 1.6489,             0.00010358,             0.00010358,             0.00010358
