                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     96,                0.81878,                 1.0993,                  1.651,                  1.036,                0.53271,                0.22222,                0.02452,                0.01682,                0.53296,                0.38889,                0.03808,                0.01834,                 1.6367,                 4.4925,                 5.2428,                 1.9499,              0.0006865,              0.0006865,              0.0006865
                     97,                 0.7757,                0.93852,                0.97107,                0.97208,                0.53271,                0.22222,                0.02452,                0.01682,                0.53296,                0.38889,                0.03808,                0.01834,                 1.6367,                 4.4925,                 5.2428,                 1.9499,              0.0006832,              0.0006832,              0.0006832
                     98,                0.72996,                  1.171,                 0.9318,                 0.9565,                0.70644,                0.16667,                0.08835,                0.06254,                0.70644,                0.16667,                0.10054,                0.05928,                 1.4931,                 4.3754,                 4.5079,                  1.801,              0.0006799,              0.0006799,              0.0006799
                     99,                0.90942,                 1.0086,                 1.3638,                 1.1665,                0.70644,                0.16667,                0.08835,                0.06254,                0.70644,                0.16667,                0.10054,                0.05928,                 1.4931,                 4.3754,                 4.5079,                  1.801,              0.0006766,              0.0006766,              0.0006766
                    100,                0.74023,                0.94833,                  1.354,                0.98235,                0.66514,                0.22222,                0.26409,                0.17554,                0.66514,                0.22222,                0.27691,                0.18426,                 1.7114,                 4.6295,                 4.1676,                  1.935,              0.0006733,              0.0006733,              0.0006733
                    101,                0.70606,                 1.0241,                0.99735,                 0.9521,                0.66514,                0.22222,                0.26409,                0.17554,                0.66514,                0.22222,                0.27691,                0.18426,                 1.7114,                 4.6295,                 4.1676,                  1.935,                0.00067,                0.00067,                0.00067
                    102,                0.80968,                 1.8312,                 1.3474,                 1.2118,                0.63517,                0.22222,                0.24449,                 0.1156,                0.63517,                0.22222,                0.25111,                0.12098,                  1.768,                 4.5541,                 3.7995,                 2.0415,              0.0006667,              0.0006667,              0.0006667
                    103,                0.72998,                 1.8046,                0.97414,                 1.0304,                0.63517,                0.22222,                0.24449,                 0.1156,                0.63517,                0.22222,                0.25111,                0.12098,                  1.768,                 4.5541,                 3.7995,                 2.0415,              0.0006634,              0.0006634,              0.0006634
                    104,                0.67818,                 1.2591,                 1.1119,                 1.0867,                 0.3983,                0.11111,                0.10881,                 0.0802,                0.41009,                0.27778,                0.12815,                0.06018,                 1.6483,                 4.1885,                 3.8014,                  2.149,              0.0006601,              0.0006601,              0.0006601
                    105,                 1.2237,                   1.87,                 2.2138,                 1.3883,                 0.3983,                0.11111,                0.10881,                 0.0802,                0.41009,                0.27778,                0.12815,                0.06018,                 1.6483,                 4.1885,                 3.8014,                  2.149,              0.0006568,              0.0006568,              0.0006568
                    106,                0.65924,                 1.0713,                 0.8842,                0.95584,                0.77487,                0.11111,                0.11216,                0.06026,                0.77487,                0.11111,                 0.1211,                0.04015,                 1.5695,                 4.2836,                  3.471,                 2.1531,              0.0006535,              0.0006535,              0.0006535
