                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     21,                0.86649,                 1.2153,                 2.5814,                 1.1152,                0.00406,                0.58333,                0.09053,                0.03581,                0.00333,                    0.5,                0.08717,                0.03877,                  1.901,                 7.3806,                 3.5651,                 2.4098,             0.00032882,             0.00032882,             0.00032882
                     22,                0.81298,                 1.1592,                 2.5309,                  1.085,                0.00345,                0.58333,                0.12162,                0.05068,                0.00284,                    0.5,                0.11924,                0.05538,                 1.6964,                 7.5811,                  3.546,                 2.2537,              0.0003406,              0.0003406,              0.0003406
                     23,                0.95203,                 2.1285,                 2.5016,                 1.2744,                0.00384,                0.66667,                0.13702,                0.06028,                0.00273,                    0.5,                0.13467,                 0.0473,                 1.5683,                 7.7122,                 3.5229,                 2.2362,             0.00035199,             0.00035199,             0.00035199
                     24,                 1.1613,                   2.38,                 2.7427,                 1.1239,                0.00377,                0.66667,                0.11629,                0.06209,                0.00262,                    0.5,                0.11271,                0.04268,                 1.3846,                 7.2463,                 3.4019,                 2.2009,             0.00036298,             0.00036298,             0.00036298
                     25,                 1.1405,                  1.783,                  2.319,                 1.0634,                0.00516,                0.83333,                0.14748,                0.07164,                0.00284,                    0.5,                0.13622,                0.03949,                 1.4363,                 7.1908,                 3.3735,                 2.1233,             0.00037358,             0.00037358,             0.00037358
                     26,                0.98847,                 1.7416,                 2.2636,                   1.14,                0.00462,                   0.75,                0.13339,                0.05508,                0.00293,                    0.5,                0.12334,                0.03297,                  1.356,                 7.2026,                 3.3302,                 2.1371,             0.00038377,             0.00038377,             0.00038377
                     27,                0.92905,                 1.4368,                 2.1951,                 1.1371,                0.00499,                0.83333,                0.15021,                0.07752,                0.00293,                    0.5,                0.14367,                0.06105,                  1.372,                 6.6261,                 3.2922,                 2.1385,             0.00039358,             0.00039358,             0.00039358
                     28,                 1.1743,                 2.2936,                 2.6818,                 1.1297,                0.00499,                0.83333,                0.15021,                0.07752,                0.00293,                    0.5,                0.14367,                0.06105,                  1.372,                 6.6261,                 3.2922,                 2.1385,             0.00040299,             0.00040299,             0.00040299
                     29,                 1.0375,                 1.6216,                 2.5651,                 1.1623,                0.00494,                0.83333,                0.19275,                0.12797,                0.00319,                    0.5,                0.17668,                0.12149,                 1.2794,                 6.1903,                 3.2029,                 1.8653,               0.000412,               0.000412,               0.000412
                     30,                0.91261,                 1.1137,                 1.4541,                 1.0638,                0.00435,                   0.75,                0.19854,                0.11328,                0.00319,                    0.5,                0.16145,                0.10201,                 1.1561,                 6.5915,                 3.1822,                 1.7885,             0.00042061,             0.00042061,             0.00042061
                     31,                 1.0074,                  1.099,                 5.0147,                 1.2383,                0.00435,                   0.75,                0.19854,                0.11328,                0.00319,                    0.5,                0.16145,                0.10201,                 1.1561,                 6.5915,                 3.1822,                 1.7885,             0.00042883,             0.00042883,             0.00042883
                     32,                0.70442,                 1.6718,                 3.0185,                 1.1431,                0.00445,                   0.75,                0.17321,                0.10492,                0.00342,                    0.5,                0.10966,                0.08127,                 1.1025,                 6.1804,                 3.1849,                 1.7566,             0.00043665,             0.00043665,             0.00043665
                     33,                  1.002,                 1.7964,                 2.3527,                 1.5263,                0.00503,                0.83333,                 0.1504,                0.06515,                0.00361,                    0.5,                0.06022,                0.04243,                 1.0349,                 6.2337,                 3.2164,                 1.4421,             0.00044408,             0.00044408,             0.00044408
                     34,                0.95129,                 1.5994,                 1.5386,                 1.0342,                0.00503,                0.83333,                 0.1504,                0.06515,                0.00361,                    0.5,                0.06022,                0.04243,                 1.0349,                 6.2337,                 3.2164,                 1.4421,             0.00045111,             0.00045111,             0.00045111
                     35,                0.80078,                 1.3046,                 2.0347,                 1.1145,                0.00675,                      1,                0.24009,                 0.1632,                0.00395,                    0.5,                0.22389,                0.14776,                0.93485,                 6.0063,                 3.1984,                 1.2902,             0.00045775,             0.00045775,             0.00045775
                     36,                 1.0556,                  1.567,                 2.1903,                 1.3358,                 0.0064,                      1,                0.27369,                0.24674,                0.00355,                0.52778,                0.25402,                0.15175,                 1.0668,                 5.8567,                   3.17,                  1.295,             0.00046398,             0.00046398,             0.00046398
                     37,                0.63983,                 1.2871,                 1.9497,                 1.0539,                 0.0064,                      1,                0.27369,                0.24674,                0.00355,                0.52778,                0.25402,                0.15175,                 1.0668,                 5.8567,                   3.17,                  1.295,             0.00046983,             0.00046983,             0.00046983
                     38,                0.75675,                 1.4007,                 1.5884,                 1.0958,                0.00651,                      1,                0.19415,                0.13411,                0.00561,                   0.75,                0.14016,                0.09091,                0.99502,                 5.2336,                 3.1601,                 1.3293,             0.00047528,             0.00047528,             0.00047528
                     39,                 1.2951,                  1.917,                 2.3329,                  1.309,                0.00645,                      1,                0.14812,                0.09748,                0.00555,                   0.75,                0.10448,                0.07566,                 1.1839,                  4.856,                 3.1478,                 1.5747,             0.00048033,             0.00048033,             0.00048033
                     40,                 0.8914,                 1.5381,                 1.9205,                 1.0491,                0.00645,                      1,                0.14812,                0.09748,                0.00555,                   0.75,                0.10448,                0.07566,                 1.1839,                  4.856,                 3.1478,                 1.5747,             0.00048498,             0.00048498,             0.00048498
                     41,                0.87761,                 1.3802,                 1.8391,                   1.01,                0.00634,                      1,                0.07173,                0.05519,                 0.0054,                   0.75,                0.06678,                 0.0473,                 1.1973,                  4.422,                 3.1333,                 1.5164,             0.00048924,             0.00048924,             0.00048924
                     42,                0.81286,                 1.4575,                 1.6513,                 1.1302,                0.00505,                0.83333,                0.08199,                0.05334,                0.00408,                0.58333,                0.06996,                0.04639,                 1.1642,                 4.8822,                 3.1336,                 1.5144,              0.0004931,              0.0004931,              0.0004931
                     43,                 1.1423,                 1.7305,                 1.8372,                 1.0632,                0.00505,                0.83333,                0.08199,                0.05334,                0.00408,                0.58333,                0.06996,                0.04639,                 1.1642,                 4.8822,                 3.1336,                 1.5144,             0.00049657,             0.00049657,             0.00049657
                     44,                 1.6268,                 1.7879,                 2.9636,                  1.811,                0.00593,                0.91667,                0.08364,                0.04521,                0.00346,                0.52778,                0.06056,                0.04394,                 1.2464,                 5.9237,                 3.1777,                 1.5051,             0.00049964,             0.00049964,             0.00049964
                     45,                 1.0286,                 1.3726,                   1.89,                 1.1892,                0.00593,                0.91667,                0.08364,                0.04521,                0.00346,                0.52778,                0.06056,                0.04394,                 1.2464,                 5.9237,                 3.1777,                 1.5051,             0.00050232,             0.00050232,             0.00050232
                     46,                0.57497,                 1.2144,                 1.7103,                 1.0237,                 0.8956,                0.12454,                0.13253,                0.09745,                 0.8956,                0.12454,                0.12567,                0.09783,                 1.1877,                 6.4511,                  3.152,                 1.3799,             0.00050459,             0.00050459,             0.00050459
                     47,                0.65537,                0.69821,                 1.2104,                0.98149,                 0.8956,                0.12454,                0.13253,                0.09745,                 0.8956,                0.12454,                0.12567,                0.09783,                 1.1877,                 6.4511,                  3.152,                 1.3799,             0.00050648,             0.00050648,             0.00050648
                     48,                 1.2212,                 1.7837,                 1.8881,                  1.251,                0.58026,                0.16667,                0.16112,                0.13606,                0.57831,                0.16667,                 0.1998,                0.13807,                 1.1059,                  6.195,                 3.0754,                 1.3581,             0.00050797,             0.00050797,             0.00050797
                     49,                 1.1893,                 1.7841,                 2.1088,                 1.3153,                0.58026,                0.16667,                0.16112,                0.13606,                0.57831,                0.16667,                 0.1998,                0.13807,                 1.1059,                  6.195,                 3.0754,                 1.3581,             0.00050906,             0.00050906,             0.00050906
                     50,                0.95539,                 1.6823,                  1.588,                 1.2253,                0.75805,                0.16667,                0.27784,                0.19376,                0.78277,                0.19887,                0.29653,                0.20457,                 1.2781,                 6.1151,                   3.03,                 1.5674,             0.00050975,             0.00050975,             0.00050975
                     51,                0.93922,                 1.4893,                  1.403,                  1.164,                0.75805,                0.16667,                0.27784,                0.19376,                0.78277,                0.19887,                0.29653,                0.20457,                 1.2781,                 6.1151,                   3.03,                 1.5674,               0.000505,               0.000505,               0.000505
                     52,                0.94273,                  1.688,                 1.6366,                 1.1321,                0.55456,                0.05456,                0.13022,                0.08876,                0.55456,                0.05456,                0.12609,                0.07633,                 1.2028,                 6.2293,                 3.1046,                 1.5596,              0.0004951,              0.0004951,              0.0004951
                     53,                 1.6238,                 1.6582,                 2.9749,                 1.7725,                0.55456,                0.05456,                0.13022,                0.08876,                0.55456,                0.05456,                0.12609,                0.07633,                 1.2028,                 6.2293,                 3.1046,                 1.5596,              0.0004852,              0.0004852,              0.0004852
                     54,                0.79846,                  1.059,                 1.4408,                 1.0657,                0.38113,                 0.0478,                 0.0788,                 0.0533,                0.38045,                0.04712,                0.07728,                0.03815,                 1.3569,                  6.301,                 3.2019,                 1.7003,              0.0004753,              0.0004753,              0.0004753
                     55,                0.81152,                 1.2647,                 1.3441,                 1.0571,                0.38113,                 0.0478,                 0.0788,                 0.0533,                0.38045,                0.04712,                0.07728,                0.03815,                 1.3569,                  6.301,                 3.2019,                 1.7003,              0.0004654,              0.0004654,              0.0004654
                     56,                0.83706,                 1.2491,                 1.5977,                 1.0434,                0.00529,                0.83333,                 0.0858,                0.05374,                0.00486,                   0.75,                0.08419,                0.03825,                 1.2961,                 5.9335,                 3.2029,                 1.6937,              0.0004555,              0.0004555,              0.0004555
                     57,                0.93007,                0.99699,                 1.5109,                 1.0002,                0.00529,                0.83333,                 0.0858,                0.05374,                0.00486,                   0.75,                0.08419,                0.03825,                 1.2961,                 5.9335,                 3.2029,                 1.6937,              0.0004456,              0.0004456,              0.0004456
                     58,                0.77468,                 1.1588,                 1.2191,                0.95613,                0.24806,                0.12739,                0.12567,                0.05369,                0.24806,                0.12739,                0.10907,                0.04646,                 1.2108,                  5.507,                 3.1536,                 1.6822,              0.0004357,              0.0004357,              0.0004357
                     59,                0.81112,                 1.0452,                 1.1285,                0.99706,                0.24806,                0.12739,                0.12567,                0.05369,                0.24806,                0.12739,                0.10907,                0.04646,                 1.2108,                  5.507,                 3.1536,                 1.6822,              0.0004258,              0.0004258,              0.0004258
                     60,                0.83623,                0.74323,                 3.1829,                 1.4244,                 0.4261,                0.07441,                0.12661,                0.05905,                0.46023,                0.24108,                0.16415,                0.05903,                 1.2354,                 5.5004,                 3.0404,                 1.8303,              0.0004159,              0.0004159,              0.0004159
                     61,                0.85695,                 1.2433,                  1.307,                 1.0087,                 0.4261,                0.07441,                0.12661,                0.05905,                0.46023,                0.24108,                0.16415,                0.05903,                 1.2354,                 5.5004,                 3.0404,                 1.8303,               0.000406,               0.000406,               0.000406
                     62,                  0.726,                  1.368,                 1.2578,                  1.103,                0.29743,                0.22683,                0.29208,                0.07156,                0.57009,                0.16667,                0.23597,                0.09553,                 1.2885,                  5.715,                 3.0116,                 1.7948,              0.0003961,              0.0003961,              0.0003961
                     63,                0.73315,                0.61225,                 2.2688,                 1.1194,                0.29743,                0.22683,                0.29208,                0.07156,                0.57009,                0.16667,                0.23597,                0.09553,                 1.2885,                  5.715,                 3.0116,                 1.7948,              0.0003862,              0.0003862,              0.0003862
                     64,                 0.5578,                0.63469,                 2.2947,                 1.0877,                0.38897,                0.16667,                0.24839,                0.07283,                0.38897,                0.16667,                0.24648,                0.12155,                 1.2941,                 6.0836,                 2.9701,                 1.7603,              0.0003763,              0.0003763,              0.0003763
                     65,                0.49707,                0.91665,                 1.4925,                0.97422,                0.38897,                0.16667,                0.24839,                0.07283,                0.38897,                0.16667,                0.24648,                0.12155,                 1.2941,                 6.0836,                 2.9701,                 1.7603,              0.0003664,              0.0003664,              0.0003664
                     66,                0.68422,                 1.6976,                 1.6219,                 1.0495,                0.04698,                0.35028,                0.14171,                0.06972,                0.04698,                0.35028,                 0.1407,                0.08341,                 1.1939,                  6.171,                  3.096,                 1.6638,              0.0003565,              0.0003565,              0.0003565
                     67,                0.75282,                 1.5556,                 1.2451,                 1.1239,                0.04698,                0.35028,                0.14171,                0.06972,                0.04698,                0.35028,                 0.1407,                0.08341,                 1.1939,                  6.171,                  3.096,                 1.6638,              0.0003466,              0.0003466,              0.0003466
                     68,                0.93566,                 1.4723,                 1.6755,                 0.9825,                0.06748,                0.38889,                0.11553,                0.05396,                0.07282,                0.38889,                 0.1138,                0.05871,                 1.1859,                 6.2719,                 3.1163,                 1.7324,              0.0003367,              0.0003367,              0.0003367
                     69,                0.76787,                  1.207,                 1.6017,                0.99796,                0.06748,                0.38889,                0.11553,                0.05396,                0.07282,                0.38889,                 0.1138,                0.05871,                 1.1859,                 6.2719,                 3.1163,                 1.7324,              0.0003268,              0.0003268,              0.0003268
                     70,                0.56434,                0.76389,                 1.6077,                0.91248,                0.22258,                0.10076,                0.12031,                0.05038,                0.22258,                0.10076,                0.11892,                0.05162,                 1.2356,                 6.0393,                 3.1454,                 1.7848,              0.0003169,              0.0003169,              0.0003169
                     71,                0.79661,                 1.0508,                 1.3115,                 0.9568,                0.22258,                0.10076,                0.12031,                0.05038,                0.22258,                0.10076,                0.11892,                0.05162,                 1.2356,                 6.0393,                 3.1454,                 1.7848,               0.000307,               0.000307,               0.000307
                     72,                0.96564,                0.82973,                 1.8465,                 1.0703,                0.22421,                0.21551,                0.14526,                0.06345,                0.22421,                0.21551,                0.14498,                0.06681,                 1.2715,                 6.1678,                 3.0489,                 1.9193,              0.0002971,              0.0002971,              0.0002971
                     73,                0.62675,                0.79267,                 2.4785,                 1.2461,                0.22421,                0.21551,                0.14526,                0.06345,                0.22421,                0.21551,                0.14498,                0.06681,                 1.2715,                 6.1678,                 3.0489,                 1.9193,              0.0002872,              0.0002872,              0.0002872
                     74,                0.78406,                 1.2849,                 1.4445,                 1.0756,                0.39378,                0.22117,                0.15603,                0.07658,                0.39378,                0.22117,                0.15422,                0.07451,                 1.2504,                 5.9204,                 2.9881,                 1.9222,              0.0002773,              0.0002773,              0.0002773
                     75,                0.66538,                0.99374,                 1.2899,                 0.9182,                0.39378,                0.22117,                0.15603,                0.07658,                0.39378,                0.22117,                0.15422,                0.07451,                 1.2504,                 5.9204,                 2.9881,                 1.9222,              0.0002674,              0.0002674,              0.0002674
                     76,                 1.6016,                 3.6236,                 3.7397,                 1.7193,                 0.3913,                0.21958,                 0.1484,                0.07101,                 0.3913,                0.21958,                0.14658,                0.07046,                 1.2357,                 5.8185,                 3.0043,                 1.9227,              0.0002575,              0.0002575,              0.0002575
                     77,                0.90127,                 1.4006,                 1.3729,                 1.0209,                 0.3913,                0.21958,                 0.1484,                0.07101,                 0.3913,                0.21958,                0.14658,                0.07046,                 1.2357,                 5.8185,                 3.0043,                 1.9227,              0.0002476,              0.0002476,              0.0002476
                     78,                0.68539,                 1.1752,                 1.2991,                 1.0348,                0.41023,                0.25537,                0.17984,                0.09732,                0.41023,                0.25537,                0.17849,                0.10162,                 1.2273,                 5.8256,                 3.0631,                 1.9014,              0.0002377,              0.0002377,              0.0002377
                     79,                 0.5437,                 1.6074,                 1.4864,                  1.025,                0.41023,                0.25537,                0.17984,                0.09732,                0.41023,                0.25537,                0.17849,                0.10162,                 1.2273,                 5.8256,                 3.0631,                 1.9014,              0.0002278,              0.0002278,              0.0002278
                     80,                0.82179,                  1.089,                 1.2169,                0.98983,                0.38411,                0.22222,                0.15778,                0.08601,                0.38411,                0.22222,                0.15497,                0.08705,                 1.2082,                 5.3608,                 3.1675,                 1.8289,              0.0002179,              0.0002179,              0.0002179
                     81,                0.67464,                0.87408,                 1.2795,                 1.0203,                0.38411,                0.22222,                0.15778,                0.08601,                0.38411,                0.22222,                0.15497,                0.08705,                 1.2082,                 5.3608,                 3.1675,                 1.8289,               0.000208,               0.000208,               0.000208
                     82,                0.89941,                 1.9028,                 1.6522,                 1.3954,                0.38237,                0.22222,                0.15783,                0.10178,                0.38237,                0.22222,                0.15539,                0.10274,                 1.1879,                 5.0943,                 3.3842,                 1.6586,              0.0001981,              0.0001981,              0.0001981
                     83,                0.71846,                 1.6133,                 1.6105,                 1.0547,                0.38237,                0.22222,                0.15783,                0.10178,                0.38237,                0.22222,                0.15539,                0.10274,                 1.1879,                 5.0943,                 3.3842,                 1.6586,              0.0001882,              0.0001882,              0.0001882
                     84,                0.66304,                0.96632,                 1.0353,                0.97441,                0.38306,                0.22222,                0.12327,                 0.1013,                0.38289,                0.22222,                 0.1451,                0.09735,                 1.1982,                 4.5088,                 3.4941,                  1.605,              0.0001783,              0.0001783,              0.0001783
                     85,                0.67113,                0.86834,                 1.1852,                0.95291,                0.38306,                0.22222,                0.12327,                 0.1013,                0.38289,                0.22222,                 0.1451,                0.09735,                 1.1982,                 4.5088,                 3.4941,                  1.605,              0.0001684,              0.0001684,              0.0001684
                     86,                 0.7836,                  1.187,                 1.3334,                0.98111,                0.40813,                0.25367,                0.11572,                0.08056,                0.40813,                0.25367,                0.13772,                0.08221,                 1.1761,                 4.2845,                 3.5874,                 1.5548,              0.0001585,              0.0001585,              0.0001585
                     87,                0.64791,                 1.0819,                 1.0278,                0.93143,                0.40813,                0.25367,                0.11572,                0.08056,                0.40813,                0.25367,                0.13772,                0.08221,                 1.1761,                 4.2845,                 3.5874,                 1.5548,              0.0001486,              0.0001486,              0.0001486
                     88,                0.66199,                0.99087,                0.88273,                0.95398,                0.41878,                0.27778,                0.11181,                  0.088,                0.41819,                0.27778,                0.13078,                0.08995,                 1.1129,                  4.109,                 3.8361,                 1.4831,              0.0001387,              0.0001387,              0.0001387
                     89,                0.82051,                 1.1181,                  1.313,                0.96645,                0.41878,                0.27778,                0.11181,                  0.088,                0.41819,                0.27778,                0.13078,                0.08995,                 1.1129,                  4.109,                 3.8361,                 1.4831,              0.0001288,              0.0001288,              0.0001288
                     90,                0.69153,                0.93672,                 1.0427,                0.94904,                 0.4149,                0.27778,                0.13393,                0.10524,                0.41396,                0.27778,                 0.1534,                 0.1069,                 1.1011,                  3.964,                 3.8914,                 1.5113,              0.0001189,              0.0001189,              0.0001189
                     91,                0.41441,                0.67887,                 2.2292,                0.89558,                 0.4149,                0.27778,                0.13393,                0.10524,                0.41396,                0.27778,                 0.1534,                 0.1069,                 1.1011,                  3.964,                 3.8914,                 1.5113,               0.000109,               0.000109,               0.000109
                     92,                0.76649,                 1.4395,                 1.6016,                  1.021,                0.25394,                0.28148,                0.16306,                0.13566,                 0.2575,                0.29423,                0.18681,                0.12586,                 1.0942,                 3.9213,                  4.212,                 1.4959,               9.91e-05,               9.91e-05,               9.91e-05
                     93,                0.66488,                  1.298,                 1.5137,                0.90812,                0.25394,                0.28148,                0.16306,                0.13566,                 0.2575,                0.29423,                0.18681,                0.12586,                 1.0942,                 3.9213,                  4.212,                 1.4959,               8.92e-05,               8.92e-05,               8.92e-05
                     94,                 1.5205,                 2.5534,                 2.6085,                  1.651,                0.28751,                0.33333,                0.17174,                0.13724,                0.25874,                0.29906,                0.17918,                0.11888,                 1.0791,                 3.9641,                 4.5739,                 1.4919,               7.93e-05,               7.93e-05,               7.93e-05
                     95,                0.70313,                 3.2906,                 1.8908,                 1.0909,                0.28751,                0.33333,                0.17174,                0.13724,                0.25874,                0.29906,                0.17918,                0.11888,                 1.0791,                 3.9641,                 4.5739,                 1.4919,               6.94e-05,               6.94e-05,               6.94e-05
                     96,                 0.8481,                 1.5441,                  1.365,                 1.0281,                0.28687,                0.33333,                0.15558,                0.11028,                0.28401,                0.33333,                0.17032,                0.09507,                 1.0099,                  3.899,                 4.6295,                 1.4598,               5.95e-05,               5.95e-05,               5.95e-05
                     97,                0.49678,                0.92838,                 1.1501,                0.94177,                0.28687,                0.33333,                0.15558,                0.11028,                0.28401,                0.33333,                0.17032,                0.09507,                 1.0099,                  3.899,                 4.6295,                 1.4598,               4.96e-05,               4.96e-05,               4.96e-05
                     98,                 0.6468,                 1.0631,                  1.488,                0.96591,                0.28084,                0.33333,                0.15342,                0.10972,                0.27921,                0.33333,                 0.1679,                0.09509,                 1.0042,                 3.8458,                 4.8104,                 1.4838,               3.97e-05,               3.97e-05,               3.97e-05
                     99,                0.68571,                0.70555,                 2.5854,                 1.1745,                0.28084,                0.33333,                0.15342,                0.10972,                0.27921,                0.33333,                 0.1679,                0.09509,                 1.0042,                 3.8458,                 4.8104,                 1.4838,               2.98e-05,               2.98e-05,               2.98e-05
                    100,                0.79346,                 0.9969,                 3.1561,                 1.3682,                0.28158,                0.33333,                0.15389,                0.12396,                0.28158,                0.33333,                0.16852,                0.11022,                0.97189,                 3.8925,                 5.0915,                 1.4428,               1.99e-05,               1.99e-05,               1.99e-05
